objid,n_sources,grade,thetaE,thetaE_err,mag_g,mag_r,mag_i,mag_z,g_exp_time,g_mag_zero,r_exp_time,r_mag_zero,i_exp_time,i_mag_zero,z_exp_time,z_mag_zero
10781600027828.0,2,C,3.1015772210849164,1.358770700930651,20.350597,19.774551,19.478035,19.5336,90.0,31.563078,60.0,31.273882,90.0,31.637516,52.0,30.740112
10881600148856.0,1,C,1.4622481759352637,0.3012660904918774,19.963959,18.814262,17.726309,17.23177,120.0,31.752525,120.0,31.962034,90.0,31.616716,125.0,31.663086
10692500035936.0,7,C,3.596544824179268,0.7723218137386121,20.282688,18.860273,18.544235,18.195454,119.0,31.883953,53.0,31.060238,90.0,31.656767,80.0,31.192234
10664600224218.0,4,C,3.994156222057448,0.5334811739532281,18.046844,17.236511,16.906585999999997,17.121529000000002,285.0,32.698574,175.0,32.233543,145.0,32.135014,250.0,32.452698
10869800100709.0,2,B,3.3452036710390374,0.8591350087292512,19.366308,17.888111,17.421004999999997,17.129469,90.0,31.564602,30.0,30.467941,90.0,31.655216,90.0,31.25929
10677800141961.0,2,C,3.0103957501714893,0.3872264324920237,21.253067,19.72546,19.207838,18.76455,123.0,31.727776,64.0,31.262562,30.0,30.30118,147.0,31.925133
10677700140483.0,1,C,3.072035906546486,0.4046648071072019,18.588642,17.693626000000002,17.308144,17.0352,87.0,31.3457,40.0,30.704468,90.0,31.643673,90.0,31.187323
10921100165133.0,2,A,1.9193198122750643,0.4296729455768147,21.399420000000003,20.238865,19.684551000000003,19.379702,250.0,32.57971,250.0,32.766834,100.0,31.738628,90.0,31.38901
10639000304462.0,1,C,0.8556830053992325,0.8953060737697823,20.875483,99.0,99.0,99.0,300.0,32.909615,50.0,31.090174,300.0,33.00299,100.0,31.514
10755700004446.0,2,A,4.601149145034813,0.3149870263040733,20.697708,19.18351,18.776352,18.157646,90.0,31.559177,30.0,30.579163,90.0,31.668531,40.0,30.421679
10844200023560.0,1,C,2.949755152151268,0.3954619002842492,18.812,17.903357,17.324202,17.119879,90.0,31.571976,30.0,30.47017,90.0,31.590641,90.0,31.259834
10743200106127.0,1,C,3.8021045752796807,0.4625360007757524,19.288286,18.257038,17.790936,17.485672,90.0,31.55904,93.0,31.81337,35.0,30.553917,120.0,31.69004
10654300139288.0,1,B,2.336101549012521,0.3520699709901244,20.654383,19.800137,19.585243,19.245857,125.0,31.872047,175.0,32.28784,189.0,32.443054,80.0,31.271664
10651000009352.0,2,C,2.789409522578969,0.491009637267408,20.515265,19.225258,18.99441,18.802586,92.0,31.39225,40.0,30.68369,90.0,31.684803,102.0,31.47727
11037400071547.0,1,C,3.447094140625373,0.4338250109702503,19.19625,18.12519,17.649925,17.358387,100.0,31.565882,100.0,31.810097,120.0,32.060196,40.0,30.492182
10703300049406.0,1,C,1.6689481632490628,0.3118227697204362,20.42884,19.14058,18.73646,18.386742,112.0,31.69662,40.0,30.696075,160.0,32.27278,128.0,31.529099
10819200070797.0,1,C,1.755207602006377,0.3165234545202137,19.825882,19.48423,19.220692,19.224386,90.0,31.55915,36.0,30.672707,90.0,31.66634,56.0,30.840387
10742800156785.0,1,B,2.192298260987733,0.3426970625075423,19.402637,17.821987,17.343512,17.014874,90.0,31.575377,32.0,30.643192,90.0,31.659363,150.0,31.927124
10922500294730.0,1,C,2.690508850819245,0.3765208344346524,21.943565,20.772942,20.289757,19.97565,267.0,32.77494,267.0,32.924427,333.0,33.091587,333.0,32.7645
10882100041396.0,2,B,3.072549922413778,0.2830252808405626,20.874985,19.761103,19.51371,19.391457,300.0,32.781605,150.0,32.19839,254.0,32.80178,90.0,31.290577
10843900059829.0,1,B,5.260966434172175,0.5883512881050427,21.570309,20.181631,19.745728,19.459381,90.0,31.424469,90.0,31.61171,111.0,31.82764,101.0,31.459127
11050000125373.0,1,B,1.3435814672011768,0.295688470505809,19.612253,19.291039,18.990467,18.936157,90.0,31.579838,250.0,32.873184,90.0,31.651545,90.0,31.224375
10741000154634.0,3,B,3.699643880789683,0.4286768554971991,21.07599,19.905561,19.238369,18.719366,90.0,31.504072,90.0,31.687582,76.0,31.429821,90.0,31.280975
10922200188503.0,1,C,2.9763177565370262,0.3974471460191606,20.999062,19.626242,19.183512,18.776798,100.0,31.614126,210.0,32.588715,45.0,30.833885,196.0,32.30576
10729000038211.0,3,C,3.1606955075350824,0.4260010138239614,20.688486,19.611214,19.288252,19.00753,90.0,31.539917,30.0,30.431202,160.0,32.25132,60.0,30.788586
10680100008411.0,1,C,4.996525121924384,0.564829348511756,19.607891,19.201843,18.856363,18.814518,114.0,31.62602,42.0,30.771326,90.0,31.706083,193.0,32.22162
10740600199449.0,1,C,2.259517956059526,0.3470356954803845,21.463634,20.361217,19.361137,19.754261,90.0,31.417217,30.0,30.511742,90.0,31.683193,120.0,31.617558
11036100009437.0,1,B,0.9954560202566906,0.2815828241968123,21.182957,20.061508,19.380905,18.95062,30.0,30.21081,90.0,31.669128,90.0,31.591892,90.0,31.397638
10615900081515.0,1,B,4.146593460700261,0.4912452883063833,21.373459,20.519901,20.281101,19.802814,92.0,31.38982,100.0,31.765202,90.0,31.63039,80.0,31.280516
11025600520682.0,2,B,1.5318391946040577,0.2971531206206714,19.932655,18.873634,18.49368,18.325443,90.0,31.566395,50.0,30.986149,90.0,31.662037,100.0,31.360756
10651500021609.0,3,C,3.212550219633163,0.3574923886272702,20.475256,18.90437,18.508549,18.151115,86.0,31.43967,86.0,31.57765,180.0,32.36654,113.0,31.576687
10817400093472.0,2,B,2.33829954046103,0.3520694304299848,19.771442,18.829037,18.330574,18.085495,90.0,31.426153,30.0,30.489016,90.0,31.720924,93.0,31.347214
10883500129356.0,1,B,4.426655057903908,0.5151041739460693,19.664434,18.824661,18.358961,18.202728,90.0,31.592192,31.0,30.512396,90.0,31.738903,50.0,30.763494
10857400119789.0,1,C,1.962120245192012,0.3284489588443288,20.520227,19.413383,18.848667000000003,18.752018,90.0,31.572372,30.0,30.48531,90.0,31.740622,83.0,31.214977
11036300102844.0,1,C,2.718416127462567,0.3785200422969513,20.220768,18.995548,18.563353,18.296833,90.0,31.460602,100.0,31.864246,90.0,31.599611,90.0,31.391682
10718400062943.0,1,C,3.0325301270392515,0.4016739345713224,17.937347,17.210567,17.01366,16.877693,90.0,31.416828,71.0,31.43042,90.0,31.707253,188.0,32.26079
10793900013522.0,1,A,1.684795720835366,0.3126738335861375,19.371376,18.396282,18.112007,17.951096,90.0,31.572536,30.0,30.524395,90.0,31.632729,56.0,30.838737
10872100154189.0,1,B,4.182546796893933,0.4942838628582537,20.548595,19.409964,19.203684,18.856499,90.0,31.55595,90.0,31.647339,60.0,31.167736,90.0,31.373205
11037000132879.0,2,C,2.2172316047673712,0.7319669857644096,21.506207,20.1128,19.774548,19.342112,210.0,32.462585,150.0,32.219128,210.0,32.590454,275.0,32.58504
10781400093422.0,2,B,1.5966343619592127,0.3724568843183188,21.575659,19.878288,19.534683,19.249092,90.0,31.592396,60.0,31.298605,90.0,31.661156,120.0,31.706287
11024700361694.0,2,A,3.3529741889114453,0.5219002008319866,20.986332,19.63692,19.457722,19.399157,100.0,31.504545,60.0,31.187376,100.0,31.754297,40.0,30.488844
10714900139198.0,3,C,2.8463051799544137,0.423382930958136,21.805944,20.830963,20.690958,20.49917,90.0,31.411573,30.0,30.490183,90.0,31.648645,80.0,31.105497
10985400142962.0,2,C,2.6587578766766864,0.3630424579858123,21.100433,19.797083,19.399807,19.086662,240.0,32.47419,90.0,31.674107,90.0,31.59873,90.0,31.33631
10692400085302.0,1,C,3.1680273313689225,0.411999431702284,20.485806,19.040915,18.47863,18.173723000000003,175.0,32.065475,40.0,30.803822,90.0,31.65049,117.0,31.66386
11037100289218.0,2,C,2.293981578184288,0.5369961582571312,21.865286,20.398777,19.214401,18.956158,100.0,31.61733,250.0,32.84417,150.0,32.22195,90.0,31.310064
10716700016423.0,3,B,2.314294122500824,0.2860376570407371,19.641716,18.546772,18.183235,17.930668,90.0,31.55722,31.0,30.508951,90.0,31.662868,147.0,32.015083
10870000094450.0,2,C,2.6536250777043118,0.3172686370498467,21.09858,19.735424,19.26549,18.838404,90.0,31.513243,120.0,31.936398,95.0,31.679722,59.0,30.865294
10626700021329.0,1,C,3.083140816704738,0.4055084869103328,20.014067,18.888344,18.447353,18.235493,175.0,32.120285,40.0,30.687773,167.0,32.285515,146.0,31.807423
10894800131075.0,1,C,2.7553029550925947,0.3811777849552881,20.389269,18.799025,18.073092000000003,17.904615,300.0,32.775917,150.0,32.198696,90.0,31.609665,90.0,31.350006
10753500058937.0,3,C,3.533370507453695,1.6769346062281012,20.293543,18.652304,18.309624,17.950283,90.0,31.417221,73.0,31.437487,90.0,31.67452,90.0,31.287586
10753900146926.0,3,B,3.430851837448062,0.9698805114061052,19.890854,19.737217,19.263823,19.335516,90.0,31.395542,90.0,31.686533,90.0,31.60401,154.0,31.965267
10921400145134.0,3,A,2.582813279254759,0.363884886427723,21.794844,20.650522,20.037804,19.617817,240.0,32.54967,90.0,31.65707,120.0,31.93957,84.0,31.244747
11048300207711.0,2,A,2.253357848066556,0.2660170184476587,21.504187,20.067234,19.178396,18.858807,90.0,31.474205,90.0,31.67234,90.0,31.61863,90.0,31.402136
10948000002998.0,1,C,3.453898870479189,0.4343658988398769,20.979023,19.485485,19.072823,18.79851,300.0,32.908516,300.0,33.03713,90.0,31.672728,118.0,31.632013
10820900158142.0,2,C,4.136150879622141,0.2849146525021359,20.021435,18.862488,18.5265,18.143787,90.0,31.583298,150.0,32.30511,90.0,31.634705,150.0,31.809341
10946400146172.0,2,B,2.790468480123643,0.2686195333477971,20.660278,19.707594,19.509926,19.068766,90.0,31.489119,90.0,31.660471,76.0,31.425606,87.0,31.357887
10895200060975.0,3,A,2.8834022985228347,0.3441435684668236,21.869946,20.241142,19.384686,18.836355,267.0,32.73768,100.0,31.735134,350.0,33.141888,333.0,32.77493
10641200143458.0,2,A,3.9797208949773193,0.8220378741942526,20.617813,18.931973,18.219511,18.030983,113.0,31.63467,40.0,30.709679,228.0,32.63443,82.0,31.16391
10678800077571.0,1,C,2.21034011742556,0.3438540305813041,19.213682,19.088612,18.58636,18.54674,105.0,31.558014,59.0,31.13369,90.0,31.616278,95.0,31.40783
10946800145285.0,4,B,4.362820102232834,1.1465761624681277,21.713436,20.467323,19.259293,18.823324,267.0,32.693867,267.0,32.906067,333.0,33.084732,333.0,32.816902
10755400076822.0,1,C,2.425860355358801,0.3580887384951045,20.025963,18.883507,18.473934,18.19363,90.0,31.576551,30.0,30.528433,90.0,31.664982,56.0,30.849365
10690200116300.0,3,B,1.9789707817858275,0.3996006064644046,20.580004,19.140137,18.705872,18.396137,285.0,32.682396,86.0,31.57008,145.0,32.13696,117.0,31.508503
10998100205590.0,1,A,3.947833463468849,0.4745876637175101,18.359371,17.306929,16.73041,16.490126,90.0,31.477774,90.0,31.664568,90.0,31.56677,120.0,31.681175
10625700060534.0,4,C,3.1982342884668244,0.61081062413348,18.703056,17.521439,17.125185000000002,16.853327,86.0,31.440413,60.0,31.278994,80.0,31.531448,80.0,31.22766
10742400062886.0,1,C,3.321614447008709,0.4239230889510145,20.649738,19.635635,19.24612,18.99418,90.0,31.55276,31.0,30.494465,152.0,32.208847,87.0,31.446339
11048500143607.0,1,B,2.127419175573918,0.3385833479159837,18.61176,18.364925,18.118618,18.120365,90.0,31.40105,90.0,31.623812,90.0,31.612661,90.0,31.380316
10651300125584.0,2,C,4.417318428927139,0.2634239683880981,18.68262,17.512394,17.330451999999998,17.040474,117.0,31.605885,40.0,30.68174,173.0,32.294373,124.0,31.542969
10970800116450.0,1,C,5.092170967196095,0.5733076064309179,19.730675,18.93825,18.285812,18.372143,96.0,31.534094,50.0,30.956936,30.0,30.395243,30.0,30.120684
10704100105123.0,1,B,2.5915912969528714,0.369517272268048,19.794252,18.550676,17.982304,17.671274,191.0,32.00077,40.0,30.697975,90.0,31.64367,117.0,31.62921
10626300086220.0,1,B,3.032403432237426,0.4016643695406069,20.42107,19.920094,19.53077,19.411665,300.0,32.899704,50.0,31.102003,300.0,33.007385,100.0,31.510033
11024600229355.0,1,C,3.4424799319326618,0.4334584649278302,19.54883,17.84977,17.241241,16.977072,100.0,31.616302,100.0,31.818655,150.0,32.22701,60.0,30.968216
10780700044413.0,3,A,4.387086535186874,0.3777562393162577,21.525976,19.941074,19.062302,18.724138,90.0,31.57083,30.0,30.476854,90.0,31.666245,56.0,30.852516
10909800031148.0,1,C,1.3836332441860275,0.297529779256073,19.285799,18.67796,18.271662,18.15615,100.0,31.58888,150.0,32.306374,90.0,31.64039,70.0,31.091976
10626900025766.0,4,C,2.166047160494169,0.4268133371942635,21.537672,20.017088,19.673944,19.45525,160.0,32.144012,40.0,30.808002,90.0,31.631687,250.0,32.242065
10793100030325.0,1,C,1.9277470907761929,0.3264071819981306,20.661915,19.653942,19.261475,18.77462,90.0,31.603394,30.0,30.468647,30.0,30.478853,97.0,31.452599
10805700100219.0,1,C,1.5675905849730507,0.306517474903082,19.255327,18.678583,18.40882,18.171509,90.0,31.572193,30.0,30.477322,90.0,31.66791,120.0,31.552715
10999900015455.0,1,C,2.4008578872455115,0.3563996997017391,20.103657,19.33715,18.991009,18.355095,90.0,31.56735,150.0,32.24925,90.0,31.655647,90.0,31.256607
10792500004125.0,1,C,2.882405878729962,0.3904640783700473,20.269596,18.949957,18.56535,18.303177,90.0,31.428116,90.0,31.611317,170.0,32.341843,56.0,30.83298
10985800006732.0,2,C,5.447548112318273,0.2983311640846425,20.882175,19.4273,18.882374,18.563728,267.0,32.627792,267.0,32.836067,333.0,33.029816,333.0,32.779675
10804900055871.0,3,C,1.8779423812862177,0.334193588896187,20.03613,18.718748,18.200603,17.90099,90.0,31.42598,90.0,31.685566,90.0,31.659601,90.0,31.34897
10869500009442.0,2,C,2.851508539518326,0.9270548601409369,19.53976,18.568163,18.295818,18.11697,90.0,31.445295,100.0,31.677742,100.0,31.691805,90.0,31.285955
10871100199155.0,1,C,3.260413354085688,0.4191449777761901,20.216702,18.4863,18.025837,17.668804,100.0,31.62665,320.0,33.10708,90.0,31.670847,70.0,31.12211
10676800104065.0,2,A,3.0094332945761586,0.2892083192282847,20.667442,19.017115,18.519966,18.171795,89.0,31.308764,40.0,30.678883,90.0,31.649166,80.0,31.196796
10639000111492.0,2,C,4.576605184538658,0.7074952608860594,21.888414,20.16822,19.51782,19.065693,300.0,32.888367,86.0,31.56337,86.0,31.51336,100.0,31.510948
10754000101586.0,1,C,2.55574761861134,0.3670122871245257,20.669147,19.542656,19.181992,18.980244,120.0,31.747337,120.0,31.941069,80.0,31.43243,87.0,31.297226
10641800019072.0,1,C,2.328044604606684,0.3515358826782593,19.610884,18.573128,18.089096,17.847360000000002,125.0,31.841772,100.0,31.757694,90.0,31.638515,100.0,31.519753
10871100141639.0,1,C,2.4968669276380497,0.3629366398468563,20.288486,19.068874,18.685734,18.47371,100.0,31.606379,320.0,33.11425,90.0,31.66045,70.0,31.104057
10972700030287.0,1,C,1.658141631394719,0.311245717557115,20.966934,19.627506,19.211662,18.88871,240.0,32.469116,180.0,32.370865,90.0,31.586287,90.0,31.281479
10883400173175.0,1,C,2.0380600985224477,0.3330412131431984,21.873158,20.39904,19.524117,19.18895,90.0,31.559753,41.0,30.839409,156.0,32.248024,94.0,31.404228
10794700055624.0,1,C,1.78726350620019,0.3183122184364746,20.748726,19.438147,18.825563,18.466045,300.0,32.750248,62.0,31.3049,146.0,32.13404,56.0,30.837599
10960300151082.0,2,C,3.8427756250781098,0.3400233881784618,20.648817,19.796032,19.415176,19.182224,60.0,30.937836,94.0,31.656622,116.0,31.862951,90.0,31.296074
10729300061024.0,1,C,1.5762521238291909,0.3069613454146309,21.588697,20.231306,18.897568,18.488413,90.0,31.566608,30.0,30.45256,160.0,32.26176,56.0,30.78809
